Source,Target,Weight
swine,viral replication,5
swine,viral rna,5
swine,titer,4
swine,tnf,4
swine,synthesis,3
swine,united state,3
swine,variable,3
swine,viral antigen,3
swine,virus isolation,3
swine,vomiting,3
swine,taiwan,2
swine,target cell,2
swine,threat,2
swine,university hospital,2
swine,vaccine candidate,2
swine,vaccine strain,2
swine,viremia,2
swine,virion,2
swine,virus replication,2
swine,virus titer,2
swine,vivo,2
swine,western blot analysis,2
swine,worker,2
swine,t cell response,1
swine,t lymphocyte,1
swine,template,1
swine,test result,1
swine,titre,1
swine,topic,1
swine,total number,1
swine,transcript,1
swine,transcription,1
swine,transcription factor,1
swine,transplantation,1
swine,transportation,1
swine,tropism,1
swine,vero cell,1
swine,viral entry,1
swine,viral pneumonia,1
swine,viral titer,1
swine,virus entry,1
swine,virus genome,1
swine,virus particle,1
swine,vlp,1
swine,vsv,1
swine,western blotting,1
swine,world health organization,1
symptom,total,53
symptom,wuhan,34
symptom,woman,25
symptom,throat swab,19
symptom,taiwan,16
symptom,visit,16
symptom,viral respiratory infection,15
symptom,young child,15
symptom,travel,14
symptom,upper respiratory tract infection,14
symptom,variable,14
symptom,tnf,13
symptom,vitro,13
symptom,ward,13
symptom,winter,13
symptom,university hospital,12
symptom,world health organization,11
symptom,threat,10
symptom,titer,10
symptom,ventilation,10
symptom,vomiting,10
symptom,worker,10
symptom,viral pneumonia,9
symptom,test result,8
symptom,una,8
symptom,university,8
symptom,viral antigen,8
symptom,virus replication,8
symptom,t cell,6
symptom,t cell response,6
symptom,transplantation,6
symptom,united state,6
symptom,viral agent,6
symptom,virale,6
symptom,virus isolation,6
symptom,team,5
symptom,theory,5
symptom,titre,5
symptom,united states,5
symptom,vaccine strain,5
symptom,virus detection,5
symptom,year period,5
symptom,template,4
symptom,toxicity,4
symptom,uncertainty,4
symptom,viral replication,4
symptom,viral rna,4
symptom,virus particle,4
symptom,synthesis,3
symptom,t lymphocyte,3
symptom,target cell,3
symptom,topic,3
symptom,tropism,3
symptom,vaccine candidate,3
symptom,viral genome,3
symptom,viral particle,3
symptom,viral titer,3
symptom,viremia,3
symptom,vivo,3
symptom,western blot,3
symptom,wild type,3
symptom,tgev,2
symptom,toll,2
symptom,total number,2
symptom,training,2
symptom,transcript,2
symptom,transcription,2
symptom,vietnam,2
symptom,virion,2
symptom,virus titer,2
symptom,yeast,2
symptom,transcription factor,1
symptom,translation,1
symptom,transmissible gastroenteritis virus,1
symptom,transportation,1
symptom,user,1
symptom,vesicular stomatitis virus,1
symptom,viral protein,1
symptom,virus genome,1
symptom,web,1
symptom,western blotting,1
synthesis,vitro,33
synthesis,transcription,31
synthesis,translation,23
synthesis,template,19
synthesis,viral protein,19
synthesis,virion,18
synthesis,virus replication,13
synthesis,viral rna,12
synthesis,transcript,11
synthesis,tgev,10
synthesis,toxicity,10
synthesis,viral replication,10
synthesis,viral genome,9
synthesis,vivo,8
synthesis,t cell,7
synthesis,wild type,7
synthesis,theory,5
synthesis,transfection,5
synthesis,virus particle,5
synthesis,transcription factor,4
synthesis,transmissible gastroenteritis virus,4
synthesis,t lymphocyte,3
synthesis,target cell,3
synthesis,threat,3
synthesis,titre,3
synthesis,topic,3
synthesis,tropism,3
synthesis,vero cell,3
synthesis,viral antigen,3
synthesis,viral entry,3
synthesis,virus entry,3
synthesis,yeast,3
synthesis,titer,2
synthesis,toll,2
synthesis,total,2
synthesis,uncertainty,2
synthesis,vesicular stomatitis virus,2
synthesis,virus genome,2
synthesis,virus titer,2
synthesis,web,2
synthesis,western blot,2
synthesis,t cell response,1
synthesis,taiwan,1
synthesis,tnf,1
synthesis,total number,1
synthesis,transplantation,1
synthesis,transportation,1
synthesis,united state,1
synthesis,virale,1
synthesis,viremia,1
synthesis,vlp,1
synthesis,vsv,1
synthesis,western blot analysis,1
synthesis,western blotting,1
synthesis,woman,1
synthesis,young child,1
t cell,t lymphocyte,32
t cell,t cell response,31
t cell,vitro,26
t cell,viral replication,17
t cell,vivo,17
t cell,tnf,15
t cell,wild type,8
t cell,toll,7
t cell,viremia,7
t cell,target cell,6
t cell,transcription,6
t cell,vaccine candidate,6
t cell,threat,5
t cell,titer,5
t cell,transplantation,5
t cell,viral titer,5
t cell,virus replication,5
t cell,total,4
t cell,toxicity,4
t cell,vesicular stomatitis virus,4
t cell,viral protein,4
t cell,young child,4
t cell,tgev,3
t cell,viral antigen,3
t cell,vsv,3
t cell,wuhan,3
t cell,total number,2
t cell,transcript,2
t cell,transcription factor,2
t cell,translation,2
t cell,transmissible gastroenteritis virus,2
t cell,tropism,2
t cell,viral rna,2
t cell,virion,2
t cell,virus titer,2
t cell,template,1
t cell,theory,1
t cell,topic,1
t cell,travel,1
t cell,vero cell,1
t cell,vietnam,1
t cell,viral agent,1
t cell,viral entry,1
t cell,viral genome,1
t cell,viral respiratory infection,1
t cell,virus entry,1
t cell,vomiting,1
t cell,woman,1
t cell response,vitro,15
t cell response,vivo,9
t cell response,t lymphocyte,7
t cell response,vaccine candidate,6
t cell response,viral replication,6
t cell response,tnf,4
t cell response,vesicular stomatitis virus,4
t cell response,vsv,4
t cell response,wild type,4
t cell response,toll,3
t cell response,virus replication,3
t cell response,vlp,3
t cell response,target cell,2
t cell response,vaccine strain,2
t cell response,viral protein,2
t cell response,template,1
t cell response,tgev,1
t cell response,threat,1
t cell response,titer,1
t cell response,titre,1
t cell response,translation,1
t cell response,transmissible gastroenteritis virus,1
t cell response,transplantation,1
t cell response,united state,1
t cell response,vero cell,1
t cell response,viral antigen,1
t cell response,viral particle,1
t cell response,viral pneumonia,1
t cell response,virion,1
t cell response,virus genome,1
t cell response,western blot,1
t cell response,world health organization,1
t cell response,yeast,1
t lymphocyte,vitro,10
t lymphocyte,tnf,5
t lymphocyte,target cell,4
t lymphocyte,tgev,4
t lymphocyte,viral antigen,4
t lymphocyte,virus replication,4
t lymphocyte,viral protein,3
t lymphocyte,vivo,3
t lymphocyte,wuhan,3
t lymphocyte,titer,2
t lymphocyte,titre,2
t lymphocyte,total,2
t lymphocyte,transmissible gastroenteritis virus,2
t lymphocyte,vaccine candidate,2
t lymphocyte,viral replication,2
t lymphocyte,virus entry,2
t lymphocyte,wild type,2
t lymphocyte,test result,1
t lymphocyte,threat,1
t lymphocyte,throat swab,1
t lymphocyte,transcription,1
t lymphocyte,united state,1
t lymphocyte,vesicular stomatitis virus,1
t lymphocyte,viral genome,1
t lymphocyte,viral rna,1
t lymphocyte,viremia,1
t lymphocyte,virion,1
t lymphocyte,vomiting,1
t lymphocyte,vsv,1
t lymphocyte,western blot,1
t lymphocyte,western blot analysis,1
t lymphocyte,woman,1
taiwan,total,21
taiwan,variable,9
taiwan,threat,8
taiwan,university hospital,8
taiwan,woman,8
taiwan,test result,7
taiwan,theory,7
taiwan,united states,7
taiwan,team,6
taiwan,visit,6
taiwan,total number,5
taiwan,vietnam,5
taiwan,wuhan,5
taiwan,winter,4
taiwan,throat swab,3
taiwan,training,3
taiwan,travel,3
taiwan,uncertainty,3
taiwan,university,3
taiwan,vaccine strain,3
taiwan,worker,3
taiwan,world health organization,3
taiwan,user,2
taiwan,viremia,2
taiwan,ward,2
taiwan,young child,2
taiwan,template,1
taiwan,titer,1
taiwan,tnf,1
taiwan,topic,1
taiwan,translation,1
taiwan,transportation,1
taiwan,united state,1
taiwan,viral genome,1
taiwan,viral rna,1
taiwan,vitro,1
taiwan,vsv,1
taiwan,web,1
taiwan,year period,1
target cell,vitro,11
target cell,viral protein,9
target cell,virion,8
target cell,vivo,8
target cell,virus particle,7
target cell,virus replication,7
target cell,viral replication,6
target cell,virus entry,6
target cell,tropism,5
target cell,tgev,4
target cell,viral entry,4
target cell,titer,3
target cell,transmissible gastroenteritis virus,3
target cell,vietnam,3
target cell,transcription,2
target cell,vesicular stomatitis virus,2
target cell,viral titer,2
target cell,wild type,2
target cell,wuhan,2
target cell,theory,1
target cell,threat,1
target cell,titre,1
target cell,tnf,1
target cell,total,1
target cell,toxicity,1
target cell,translation,1
target cell,una,1
target cell,upper respiratory tract infection,1
target cell,vaccine strain,1
target cell,vero cell,1
target cell,viral antigen,1
target cell,viral genome,1
target cell,viral particle,1
target cell,viral pneumonia,1
target cell,viral respiratory infection,1
target cell,viral rna,1
target cell,viremia,1
target cell,vlp,1
target cell,vsv,1
target cell,western blot,1
target cell,western blotting,1
target cell,woman,1
target cell,yeast,1
team,training,11
team,wuhan,11
team,university,10
team,threat,9
team,total,9
team,transportation,4
team,united states,4
team,ward,4
team,topic,3
team,woman,3
team,worker,3
team,theory,2
team,toll,2
team,travel,2
team,una,2
team,university hospital,2
team,user,2
team,variable,2
team,ventilation,2
team,visit,2
team,web,2
team,world health organization,2
team,template,1
team,test result,1
team,total number,1
team,translation,1
team,tropism,1
team,vietnam,1
team,viral genome,1
team,viral rna,1
team,virus detection,1
team,vitro,1
team,winter,1
template,vitro,9
template,transcription,7
template,viral rna,6
template,virion,6
template,translation,5
template,viral genome,5
template,tgev,4
template,viral protein,4
template,titer,2
template,total,2
template,transmissible gastroenteritis virus,2
template,viral agent,2
template,viral entry,2
template,viral replication,2
template,virus replication,2
template,topic,1
template,training,1
template,transcript,1
template,transfection,1
template,travel,1
template,university hospital,1
template,user,1
template,vero cell,1
template,viral antigen,1
template,viral particle,1
template,viral titer,1
template,virus detection,1
template,virus entry,1
template,vlp,1
template,vsv,1
template,wuhan,1
test result,wuhan,5
test result,throat swab,4
test result,total,4
test result,variable,3
test result,viral pneumonia,3
test result,woman,3
test result,travel,2
test result,university,2
test result,university hospital,2
test result,upper respiratory tract infection,2
test result,viral rna,2
test result,viral titer,2
test result,virus isolation,2
test result,western blot,2
test result,theory,1
test result,titer,1
test result,titre,1
test result,total number,1
test result,transmissible gastroenteritis virus,1
test result,transplantation,1
test result,transportation,1
test result,united state,1
test result,user,1
test result,vaccine strain,1
test result,viral antigen,1
test result,viral protein,1
test result,viral replication,1
test result,virus entry,1
test result,visit,1
test result,vitro,1
test result,ward,1
test result,wild type,1
test result,winter,1
test result,world health organization,1
tgev,transmissible gastroenteritis virus,120
tgev,vitro,25
tgev,virus replication,11
tgev,titer,9
tgev,tropism,9
tgev,virion,9
tgev,titre,8
tgev,viral replication,8
tgev,viral rna,6
tgev,vivo,6
tgev,total,5
tgev,viral protein,5
tgev,transcript,4
tgev,translation,4
tgev,viral entry,4
tgev,western blot,4
tgev,transcription,3
tgev,vaccine strain,3
tgev,vero cell,3
tgev,vesicular stomatitis virus,3
tgev,viral genome,3
tgev,virus entry,3
tgev,virus titer,3
tgev,transfection,2
tgev,viral antigen,2
tgev,virus particle,2
tgev,vomiting,2
tgev,vsv,2
tgev,western blotting,2
tgev,theory,1
tgev,tnf,1
tgev,toll,1
tgev,toxicity,1
tgev,user,1
tgev,viral titer,1
tgev,viremia,1
tgev,virus genome,1
tgev,virus isolation,1
tgev,vlp,1
tgev,western blot analysis,1
tgev,wild type,1
tgev,year period,1
tgev,yeast,1
theory,threat,7
theory,uncertainty,7
theory,total,6
theory,variable,6
theory,topic,4
theory,web,4
theory,training,2
theory,transcription,2
theory,united states,2
theory,vero cell,2
theory,viral genome,2
theory,viral rna,2
theory,virion,2
theory,vitro,2
theory,worker,2
theory,world health organization,2
theory,toxicity,1
theory,translation,1
theory,transplantation,1
theory,transportation,1
theory,tropism,1
theory,upper respiratory tract infection,1
theory,user,1
theory,ventilation,1
theory,vietnam,1
theory,viral agent,1
theory,viral replication,1
theory,viral respiratory infection,1
theory,viral titer,1
theory,virus replication,1
theory,woman,1
theory,young child,1
threat,united states,15
threat,travel,14
threat,united state,13
threat,wuhan,12
threat,topic,10
threat,total,10
threat,vietnam,8
threat,viral agent,8
threat,worker,8
threat,world health organization,8
threat,training,7
threat,uncertainty,7
threat,transcript,6
threat,user,6
threat,vaccine candidate,6
threat,toxicity,5
threat,viral rna,5
threat,translation,4
threat,transportation,4
threat,variable,4
threat,woman,4
threat,university,3
threat,vero cell,3
threat,vitro,3
threat,vlp,3
threat,young child,3
threat,transcription,2
threat,transfection,2
threat,viral genome,2
threat,viral particle,2
threat,viral protein,2
threat,virus replication,2
threat,ward,2
threat,wild type,2
threat,throat swab,1
threat,titer,1
threat,titre,1
threat,tnf,1
threat,toll,1
threat,total number,1
threat,transcription factor,1
threat,transplantation,1
threat,tropism,1
threat,una,1
threat,university hospital,1
threat,ventilation,1
threat,viral antigen,1
threat,viral pneumonia,1
threat,viral replication,1
threat,viral respiratory infection,1
threat,viral titer,1
threat,viremia,1
threat,virion,1
threat,virus detection,1
threat,virus entry,1
threat,visit,1
threat,vivo,1
threat,vsv,1
threat,web,1
threat,western blotting,1
threat,winter,1
threat,yeast,1
throat swab,total,6
throat swab,woman,6
throat swab,university,4
throat swab,upper respiratory tract infection,3
throat swab,visit,3
throat swab,winter,3
throat swab,wuhan,3
throat swab,travel,2
throat swab,una,2
throat swab,vietnam,2
throat swab,viral pneumonia,2
throat swab,virus isolation,2
throat swab,vomiting,2
throat swab,titre,1
throat swab,transplantation,1
throat swab,vero cell,1
throat swab,viral agent,1
throat swab,viral particle,1
throat swab,viral respiratory infection,1
throat swab,viral rna,1
throat swab,viral titer,1
throat swab,viremia,1
throat swab,world health organization,1
throat swab,year period,1
throat swab,young child,1
titer,vitro,16
titer,viral replication,14
titer,virus titer,11
titer,virus replication,10
titer,vero cell,9
titer,viral rna,8
titer,virion,8
titer,wild type,7
titer,total,6
titer,viral titer,5
titer,vivo,5
titer,transcript,4
titer,transfection,4
titer,transmissible gastroenteritis virus,4
titer,tropism,4
titer,vaccine candidate,4
titer,viremia,4
titer,vlp,4
titer,western blot,4
titer,tnf,3
titer,transcription,3
titer,vaccine strain,3
titer,viral antigen,3
titer,viral genome,3
titer,western blot analysis,3
titer,toll,2
titer,toxicity,2
titer,vesicular stomatitis virus,2
titer,viral protein,2
titer,virus entry,2
titer,virus isolation,2
titer,virus particle,2
titer,western blotting,2
titer,woman,2
titer,transcription factor,1
titer,translation,1
titer,una,1
titer,united state,1
titer,variable,1
titer,vietnam,1
titer,viral agent,1
titer,viral entry,1
titer,viral particle,1
titer,viral pneumonia,1
titer,virus genome,1
titer,vomiting,1
titer,vsv,1
titer,winter,1
titer,young child,1
titre,vitro,8
titre,transmissible gastroenteritis virus,6
titre,viral replication,5
titre,tnf,3
titre,total,3
titre,vivo,3
titre,vaccine strain,2
titre,vero cell,2
titre,viral antigen,2
titre,virion,2
titre,virus replication,2
titre,toll,1
titre,transcript,1
titre,transfection,1
titre,tropism,1
titre,vesicular stomatitis virus,1
titre,viral particle,1
titre,viral protein,1
titre,virus detection,1
titre,virus isolation,1
titre,western blotting,1
titre,wild type,1
titre,winter,1
titre,worker,1
titre,young child,1
tnf,vitro,28
tnf,toll,14
tnf,vivo,12
tnf,viral replication,9
tnf,transcription,6
tnf,wild type,6
tnf,transcript,5
tnf,transcription factor,5
tnf,western blot,5
tnf,western blotting,5
tnf,western blot analysis,4
tnf,total,3
tnf,toxicity,3
tnf,viral rna,3
tnf,viral titer,3
tnf,virus replication,3
tnf,transfection,2
tnf,translation,2
tnf,vaccine candidate,2
tnf,viral particle,2
tnf,viremia,2
tnf,topic,1
tnf,transmissible gastroenteritis virus,1
tnf,transplantation,1
tnf,university,1
tnf,variable,1
tnf,ventilation,1
tnf,viral antigen,1
tnf,viral entry,1
tnf,viral pneumonia,1
tnf,viral protein,1
tnf,virion,1
tnf,virus titer,1
tnf,vlp,1
tnf,ward,1
toll,vitro,11
toll,transcription factor,6
toll,vivo,6
toll,wuhan,5
toll,toxicity,4
toll,travel,3
toll,virus replication,3
toll,western blotting,3
toll,wild type,3
toll,world health organization,3
toll,topic,2
toll,transcript,2
toll,translation,2
toll,viral protein,2
toll,young child,2
toll,total,1
toll,total number,1
toll,transcription,1
toll,una,1
toll,university,1
toll,university hospital,1
toll,viral agent,1
toll,viral particle,1
toll,viral replication,1
toll,viral respiratory infection,1
toll,viral rna,1
toll,viral titer,1
toll,virion,1
toll,virus titer,1
toll,western blot,1
toll,western blot analysis,1
toll,woman,1
toll,worker,1
topic,training,8
topic,user,7
topic,woman,4
topic,world health organization,4
topic,total,3
topic,united states,3
topic,university,3
topic,web,3
topic,wuhan,3
topic,toxicity,2
topic,transportation,2
topic,translation,1
topic,transplantation,1
topic,travel,1
topic,una,1
topic,uncertainty,1
topic,variable,1
topic,viral protein,1
topic,viral replication,1
topic,virus isolation,1
topic,year period,1
topic,yeast,1
topic,young child,1
total,variable,20
total,visit,17
total,wuhan,15
total,training,13
total,university hospital,13
total,viral respiratory infection,13
total,woman,13
total,una,12
total,world health organization,12
total,travel,10
total,university,10
total,viral agent,10
total,ward,10
total,winter,10
total,year period,10
total,worker,9
total,web,8
total,transcript,7
total,translation,7
total,vaccine strain,7
total,vitro,7
total,young child,7
total,total number,6
total,united state,6
total,united states,6
total,viral pneumonia,6
total,virus isolation,6
total,transmissible gastroenteritis virus,5
total,viral rna,5
total,virus detection,5
total,western blot analysis,5
total,upper respiratory tract infection,4
total,user,4
total,ventilation,4
total,western blot,4
total,vaccine candidate,3
total,vietnam,3
total,virion,3
total,transcription,2
total,transplantation,2
total,transportation,2
total,uncertainty,2
total,vero cell,2
total,viral particle,2
total,viral protein,2
total,virus particle,2
total,transcription factor,1
total,tropism,1
total,vesicular stomatitis virus,1
total,viral antigen,1
total,viral genome,1
total,viral replication,1
total,virale,1
total,virus entry,1
total,virus genome,1
total,virus replication,1
total,virus titer,1
total,vivo,1
total,vsv,1
total,western blotting,1
total,wild type,1
total,yeast,1
total number,wuhan,5
total number,travel,4
total number,university,4
total number,world health organization,3
total number,toxicity,2
total number,training,2
total number,tropism,2
total number,visit,2
total number,ward,2
total number,winter,2
total number,transportation,1
total number,user,1
total number,vaccine candidate,1
total number,vaccine strain,1
total number,variable,1
total number,virus isolation,1
total number,vitro,1
total number,vivo,1
total number,worker,1
total number,young child,1
toxicity,vitro,13
toxicity,viral protein,6
toxicity,vivo,6
toxicity,viral replication,4
toxicity,web,3
toxicity,translation,2
toxicity,vero cell,2
toxicity,viral rna,2
toxicity,viral titer,2
toxicity,virus titer,2
toxicity,young child,2
toxicity,transcript,1
toxicity,transcription,1
toxicity,transcription factor,1
toxicity,vaccine candidate,1
toxicity,variable,1
toxicity,vesicular stomatitis virus,1
toxicity,viral agent,1
toxicity,viral antigen,1
toxicity,viral respiratory infection,1
toxicity,viremia,1
toxicity,virion,1
toxicity,virus entry,1
toxicity,virus replication,1
toxicity,western blot,1
toxicity,yeast,1
training,university,11
training,worker,11
training,ward,5
training,world health organization,5
training,travel,4
training,united states,4
training,variable,4
training,ventilation,4
training,web,4
training,transportation,3
training,vietnam,3
training,visit,3
training,una,2
training,uncertainty,2
training,user,2
training,wuhan,2
training,transplantation,1
training,upper respiratory tract infection,1
training,virale,1
training,young child,1
transcript,vitro,31
transcript,translation,16
transcript,transcription,14
transcript,vivo,11
transcript,virus replication,10
transcript,viral replication,8
transcript,viral rna,8
transcript,transfection,7
transcript,viral genome,6
transcript,transcription factor,5
transcript,viral protein,5
transcript,virion,4
transcript,western blot,4
transcript,wild type,3
transcript,viral titer,2
transcript,virus genome,2
transcript,western blotting,2
transcript,user,1
transcript,vaccine candidate,1
transcript,variable,1
transcript,vero cell,1
transcript,viral agent,1
transcript,viremia,1
transcript,virus particle,1
transcript,vsv,1
transcript,western blot analysis,1
transcript,yeast,1
transcript,young child,1
transcription,translation,38
transcription,viral replication,19
transcription,vitro,17
transcription,viral genome,13
transcription,viral protein,12
transcription,virus replication,12
transcription,transcription factor,9
transcription,viral rna,9
transcription,transfection,8
transcription,virion,8
transcription,yeast,6
transcription,vero cell,4
transcription,vesicular stomatitis virus,4
transcription,viral titer,4
transcription,virus particle,4
transcription,vsv,4
transcription,wild type,4
transcription,vaccine candidate,3
transcription,vivo,3
transcription,transmissible gastroenteritis virus,2
transcription,tropism,2
transcription,viral entry,2
transcription,viral particle,2
transcription,viremia,2
transcription,virus entry,2
transcription,virus titer,2
transcription,western blot,2
transcription,western blot analysis,2
transcription,virus genome,1
transcription,woman,1
transcription factor,virus replication,6
transcription factor,viral replication,5
transcription factor,vitro,5
transcription factor,translation,4
transcription factor,western blot analysis,4
transcription factor,vivo,3
transcription factor,viral genome,2
transcription factor,viral protein,2
transcription factor,western blot,2
transcription factor,yeast,2
transcription factor,transfection,1
transcription factor,viral rna,1
transcription factor,western blotting,1
transcription factor,world health organization,1
transfection,vitro,14
transfection,viral rna,5
transfection,vivo,5
transfection,viral protein,4
transfection,virion,4
transfection,virus replication,4
transfection,wild type,4
transfection,vero cell,3
transfection,viral replication,3
transfection,translation,2
transfection,transmissible gastroenteritis virus,2
transfection,viral genome,2
transfection,viral titer,2
transfection,virus genome,2
transfection,western blot analysis,2
transfection,vaccine candidate,1
transfection,vesicular stomatitis virus,1
transfection,viral agent,1
transfection,viral antigen,1
transfection,viral entry,1
transfection,viral particle,1
transfection,viremia,1
transfection,virus entry,1
transfection,virus particle,1
transfection,virus titer,1
transfection,vlp,1
transfection,vsv,1
transfection,western blot,1
transfection,western blotting,1
transfection,young child,1
translation,vitro,21
translation,viral rna,20
translation,viral replication,13
translation,viral protein,12
translation,virus replication,12
translation,virion,11
translation,viral genome,9
translation,vivo,5
translation,wild type,4
translation,yeast,4
translation,viral entry,3
translation,virus particle,3
translation,transmissible gastroenteritis virus,2
translation,ventilation,2
translation,viremia,2
translation,western blot,2
translation,young child,2
translation,tropism,1
translation,uncertainty,1
translation,united state,1
translation,user,1
translation,vero cell,1
translation,vesicular stomatitis virus,1
translation,viral particle,1
translation,viral pneumonia,1
translation,viral titer,1
translation,virus entry,1
translation,virus genome,1
translation,virus titer,1
translation,vsv,1
translation,web,1
translation,western blot analysis,1
translation,western blotting,1
translation,woman,1
translation,wuhan,1
transmissible gastroenteritis virus,vitro,15
transmissible gastroenteritis virus,viral replication,6
transmissible gastroenteritis virus,tropism,4
transmissible gastroenteritis virus,viral rna,4
transmissible gastroenteritis virus,virion,4
transmissible gastroenteritis virus,vivo,4
transmissible gastroenteritis virus,vaccine strain,3
transmissible gastroenteritis virus,vesicular stomatitis virus,3
transmissible gastroenteritis virus,virus replication,3
transmissible gastroenteritis virus,western blot,3
transmissible gastroenteritis virus,viral entry,2
transmissible gastroenteritis virus,viral protein,2
transmissible gastroenteritis virus,virus entry,2
transmissible gastroenteritis virus,virus isolation,2
transmissible gastroenteritis virus,virus particle,2
transmissible gastroenteritis virus,vsv,2
transmissible gastroenteritis virus,western blotting,2
transmissible gastroenteritis virus,united state,1
transmissible gastroenteritis virus,user,1
transmissible gastroenteritis virus,vero cell,1
transmissible gastroenteritis virus,viral titer,1
transmissible gastroenteritis virus,viremia,1
transmissible gastroenteritis virus,virus genome,1
transmissible gastroenteritis virus,vomiting,1
transmissible gastroenteritis virus,wild type,1
transmissible gastroenteritis virus,year period,1
transplantation,viremia,3
transplantation,vitro,3
transplantation,woman,3
transplantation,united states,2
transplantation,ventilation,2
transplantation,virus genome,2
transplantation,virus isolation,2
transplantation,vomiting,2
transplantation,tropism,1
transplantation,una,1
transplantation,university hospital,1
transplantation,variable,1
transplantation,virus replication,1
transplantation,visit,1
transplantation,vivo,1
transplantation,western blotting,1
transplantation,worker,1
transplantation,world health organization,1
transportation,wuhan,7
transportation,travel,3
transportation,ventilation,3
transportation,user,2
transportation,world health organization,2
transportation,uncertainty,1
transportation,united states,1
transportation,virus detection,1
transportation,visit,1
transportation,vitro,1
transportation,ward,1
transportation,western blot,1
transportation,woman,1
transportation,worker,1
travel,wuhan,10
travel,world health organization,9
travel,variable,5
travel,united state,4
travel,visit,4
travel,uncertainty,3
travel,university hospital,3
travel,united states,2
travel,university,2
travel,user,2
travel,winter,2
travel,young child,2
travel,tropism,1
travel,una,1
travel,vaccine strain,1
travel,ventilation,1
travel,viral agent,1
travel,viral antigen,1
travel,viral particle,1
travel,viral pneumonia,1
travel,viral respiratory infection,1
travel,viral rna,1
travel,virus genome,1
travel,ward,1
travel,woman,1
travel,worker,1
tropism,viral protein,7
tropism,viral replication,7
tropism,virus replication,7
tropism,virus entry,6
tropism,virion,5
tropism,vitro,5
tropism,vivo,4
tropism,vero cell,3
tropism,viral entry,3
tropism,virus particle,3
tropism,upper respiratory tract infection,2
tropism,viral rna,2
tropism,viremia,2
tropism,virus detection,2
tropism,virus isolation,2
tropism,wild type,2
tropism,wuhan,2
tropism,united states,1
tropism,university,1
tropism,vaccine candidate,1
tropism,vaccine strain,1
tropism,viral genome,1
tropism,viral pneumonia,1
tropism,viral titer,1
tropism,virale,1
tropism,virus genome,1
una,virale,7
una,variable,4
una,viral agent,4
una,viral respiratory infection,4
una,winter,4
una,visit,3
una,ventilation,2
una,vitro,2
una,woman,2
una,young child,2
una,viral particle,1
una,viral pneumonia,1
una,vivo,1
una,ward,1
una,world health organization,1
uncertainty,wuhan,6
uncertainty,world health organization,4
uncertainty,vaccine candidate,2
uncertainty,variable,2
uncertainty,web,2
uncertainty,united states,1
uncertainty,vietnam,1
uncertainty,viral replication,1
uncertainty,virus isolation,1
uncertainty,virus particle,1
uncertainty,virus replication,1
uncertainty,visit,1
uncertainty,vivo,1
uncertainty,winter,1
uncertainty,young child,1
united state,united states,12
united state,woman,3
united state,world health organization,3
united state,variable,2
united state,viral respiratory infection,2
united state,wuhan,2
united state,young child,2
united state,university hospital,1
united state,vaccine candidate,1
united state,vietnam,1
united state,viral agent,1
united state,viral antigen,1
united state,viral pneumonia,1
united state,virus titer,1
united state,visit,1
united state,vitro,1
united state,vomiting,1
united state,web,1
united state,winter,1
united state,year period,1
united state,yeast,1
united states,world health organization,10
united states,wuhan,9
united states,university,4
united states,user,4
united states,variable,3
united states,woman,3
united states,upper respiratory tract infection,2
united states,vietnam,2
united states,viral genome,2
united states,web,2
united states,worker,2
united states,vaccine candidate,1
united states,vero cell,1
united states,viral particle,1
united states,viral pneumonia,1
united states,viral protein,1
united states,viral replication,1
united states,virale,1
united states,virion,1
united states,vitro,1
united states,western blot,1
university,wuhan,7
university,world health organization,5
university,ventilation,4
university,viral pneumonia,4
university,woman,4
university,ward,3
university,worker,3
university,year period,3
university,university hospital,2
university,user,2
university,variable,2
university,visit,2
university,web,2
university,winter,2
university,young child,2
university,vaccine candidate,1
university,viral rna,1
university,virale,1
university,virus isolation,1
university,virus replication,1
university,vitro,1
university,vomiting,1
university hospital,ward,4
university hospital,variable,3
university hospital,ventilation,3
university hospital,woman,3
university hospital,viral respiratory infection,2
university hospital,virale,2
university hospital,worker,2
university hospital,wuhan,2
university hospital,viral pneumonia,1
university hospital,virus detection,1
university hospital,vitro,1
university hospital,vomiting,1
university hospital,winter,1
university hospital,world health organization,1
university hospital,year period,1
university hospital,young child,1
upper respiratory tract infection,vitro,3
upper respiratory tract infection,woman,3
upper respiratory tract infection,viral antigen,2
upper respiratory tract infection,virale,2
upper respiratory tract infection,virus detection,2
upper respiratory tract infection,user,1
upper respiratory tract infection,viral agent,1
upper respiratory tract infection,viral pneumonia,1
upper respiratory tract infection,viral replication,1
upper respiratory tract infection,viral respiratory infection,1
upper respiratory tract infection,viral rna,1
upper respiratory tract infection,viral titer,1
upper respiratory tract infection,virus isolation,1
upper respiratory tract infection,visit,1
upper respiratory tract infection,vivo,1
upper respiratory tract infection,western blot,1
upper respiratory tract infection,winter,1
upper respiratory tract infection,wuhan,1
upper respiratory tract infection,year period,1
upper respiratory tract infection,young child,1
user,web,10
user,variable,2
user,viral genome,2
user,vitro,2
user,worker,2
user,vaccine candidate,1
user,ventilation,1
user,vietnam,1
user,viral agent,1
user,viral protein,1
user,viral replication,1
user,viral rna,1
user,virale,1
user,virus isolation,1
user,ward,1
user,western blotting,1
user,wuhan,1
vaccine candidate,vlp,8
vaccine candidate,vero cell,7
